
BH_144,388674.2215,6204746.1534
BH_143,422963.2323,6191714.4138

BH_142,423221.576,6215304.5761

BH_141,413219.722,6221322.293

BH_140,400350.916,6228764.9961

BH_139,386473.8098,6219617.5416

BH_138,410858.4007,6215694.3127

BH_137,380855.7998,6203051.3724

BH_136,394619.9732,6200918.878

BH_135,393659.6498,6193548.14

BH_134,406397.0631,6197332.4238

BH_133,404394.4809,6187689.3089

BH_132,377614.61,6200302.3384

BH_131,420062.3216,6207457.181

BH_130,380497.0607,6207066.5071

BH_129,398202.9229,6206811.6678

BH_128,388431.3764,6189345.1461

BH_127,411413.4888,6202512.7204

BH_126,421302.41,6185215.0547
