BH_144,388674.2215,6204746.1534
BH_143,422963.2323,6191714.4138
BH_142,423221.576,6215304.5761
BH_141,413219.722,6221322.293
BH_140,400350.916,6228764.9961
BH_139,386473.8098,6219617.5416
BH_138,410858.4007,6215694.3127
BH_137,380855.7998,6203051.3724
BH_136,394619.9732,6200918.878
BH_135,393659.6498,6193548.14
BH_134,406397.0631,6197332.4238
BH_133,404394.4809,6187689.3089
BH_132,377614.61,6200302.3384
BH_131,420062.3216,6207457.181
BH_130,380497.0607,6207066.5071
BH_129,398202.9229,6206811.6678
BH_128,388431.3764,6189345.1461
BH_127,411413.4888,6202512.7204
BH_126,421302.41,6185215.0547
BH_125,404391.5197,6218385.3997
BH_124,375306.946,6197754.983
BH_123,374470.8542,6200644.0982
BH_122,410026.5089,6227792.6786
BH_121,373575.4869,6195333.8894
BH_120,421676.6478,6189389.075
BH_119,418724.7991,6226608.5134
BH_118,396393.7284,6218698.186
BH_117,388072.6372,6193360.2807
BH_116,394179.2986,6210032.3738
BH_115,386815.5696,6222761.2974
BH_114,425650.8148,6192296.9948
BH_113,419476.2362,6204260.4633
BH_112,385643.3986,6216367.8621
BH_111,402699.6998,6195507.7306
BH_110,402556.946,6206754.983
BH_109,408350.1878,6213104.1645
BH_108,419068.0396,6214404.2237
BH_107,384276.3593,6203792.8391
BH_106,405582.1506,6202271.8992
BH_105,382337.2527,6211558.2988
BH_104,390155.6743,6213253.0798
BH_103,389503.152,6223343.8784
BH_102,394797.8622,6214259.3561
BH_101,410160.863,6185869.6008
BH_100,415454.0924,6192133.1239
BH_099,417294.2844,6196624.9157
BH_098,416184.1082,6222988.1005
BH_097,393086.1018,6229236.6681
BH_096,412194.4426,6211891.0258
BH_095,396897.8785,6226993.2648
BH_094,388103.6347,6209738.5908
BH_093,402908.5863,6225226.5187
BH_092,376522.8938,6204158.5873
BH_091,397289.0956,6224008.3948
BH_090,408334.6891,6204915.0094
BH_089,375058.4203,6188492.7704
BH_088,390532.8734,6186731.0094
BH_087,421870.0355,6210918.7081
BH_086,424054.9485,6187858.1649
BH_085,397160.6641,6204539.2909
BH_084,392210.6751,6186071.4782
BH_083,391086.4808,6188897.4625
BH_082,423578.8346,6226637.4869
BH_081,394845.8389,6223478.7757
BH_080,369960.0591,6188410.835
BH_079,385790.2901,6213330.0302
BH_078,422896.7956,6205001.93
BH_077,370773.491,6198819.405
BH_076,400400.3734,6222636.3703
BH_075,401250.7251,6188031.0687
BH_074,406019.8639,6223854.4942
BH_073,413759.3114,6199951.5456
BH_072,396087.4079,6185888.604
BH_071,386215.466,6196027.3794
BH_070,408742.8857,6194771.249
BH_069,379635.6521,6187438.5174
BH_068,406850.2752,6227104.1738
BH_067,411362.5508,6223989.3915
BH_066,399195.7243,6215212.6704
BH_065,417034.46,6188382.7988
BH_064,407176.5362,6222058.7745
BH_063,396636.5735,6234099.1933
BH_062,378639.8894,6209733.6056
BH_061,383462.9275,6193384.2691
BH_060,414278.9602,6216435.7794
BH_059,410535.1008,6190043.6212
BH_058,400791.5906,6219651.5003
BH_057,416330.9997,6219950.2686
BH_056,398512.2047,6208925.159
BH_055,416023.1986,6202488.732
BH_054,420291.1486,6199320.9879
BH_053,414848.0663,6226791.3875
BH_052,409393.9273,6200028.4958
BH_051,412976.877,6205921.2857
BH_050,370089.9713,6192531.8935
BH_049,377875.9149,6193196.4099
BH_048,407109.9404,6189191.644
BH_047,381213.0584,6214384.2832
BH_046,419330.8252,6191950.2498
BH_045,415859.3277,6212685.4544
BH_044,400271.9418,6203167.2665
BH_043,378950.6518,6196499.0513
BH_042,380725.8877,6198930.3139
BH_041,395711.6894,6197062.6291
BH_040,414135.0299,6188777.5206
BH_039,392255.6906,6225986.9886
BH_038,402064.157,6198439.6386
BH_037,412877.9622,6218178.5372
BH_036,391525.6748,6195132.012
BH_035,391166.9357,6199147.1467
BH_034,390562.3902,6218457.3648
BH_033,410174.8811,6209406.8012
BH_032,415028.9165,6209435.7747
BH_031,404801.1968,6192893.5939
BH_030,402127.6324,6215848.2133
BH_029,403463.6743,6212044.9263
BH_028,421350.3867,6194434.4743
BH_027,423204.5968,6222463.4665
BH_026,382388.1906,6190081.6276
BH_025,410762.4472,6197255.4735
BH_024,392583.4323,6205593.5439
BH_023,398089.99,6195531.7189
BH_022,406754.3216,6208665.3345
BH_021,387567.0066,6200413.2473
BH_020,397471.4265,6191304.7366
BH_019,406769.8203,6216854.4895
BH_018,418594.8869,6222487.4549
BH_017,397975.5766,6199599.8155
BH_016,421185.0352,6219979.242
BH_015,386295.9208,6206277.0636
CPT_336,414541.7458,6193981.8055
CPT_335,398839.9464,6188531.7143
CPT_334,384177.4445,6216050.0906
CPT_333,410906.3775,6224913.7324
CPT_332,409735.6871,6203172.2516
CPT_331,405532.6932,6208400.525
CPT_330,406429.5411,6198362.6884
CPT_329,410825.9227,6214664.0481
CPT_328,415158.8288,6213556.8332
CPT_327,379682.1482,6212005.9825
CPT_326,405549.6726,6201241.6346
CPT_325,398642.1169,6213046.2174
CPT_324,405971.8872,6214635.0746
CPT_323,406772.7816,6186158.3987
CPT_322,402030.1983,6212757.4195
CPT_321,413743.8127,6191762.3906
CPT_320,391736.0418,6209502.7548
CPT_319,400109.5516,6198015.9434
CPT_318,391440.7781,6230926.464
CPT_317,402422.8961,6194424.504
CPT_316,393381.3655,6207812.9589
CPT_315,417945.326,6201882.1626
CPT_314,391705.0444,6193124.4447
CPT_313,394569.0352,6222395.5492
CPT_312,421121.5597,6202570.6674
CPT_311,383837.1653,6197558.2895
CPT_310,420128.7583,6194169.6648
CPT_309,421103.0998,6225077.6032
CPT_308,419669.6238,6225790.0964
CPT_307,394766.8647,6197881.0461
CPT_306,403384.7001,6186447.1966
CPT_305,398884.9619,6228447.2247
CPT_304,395125.6038,6193865.9114
CPT_303,381978.5135,6215573.4335
CPT_302,404246.1087,6206075.1862
CPT_301,384016.5349,6195550.7222
CPT_300,414343.9163,6218496.3086
CPT_299,391816.4966,6219752.439
CPT_298,423855.6383,6227720.7134
CPT_297,384457.2095,6186437.2264
CPT_296,405662.6054,6212521.5835
CPT_295,421090.5623,6186192.3574
CPT_294,390076.7001,6187655.3502
CPT_293,396834.403,6209584.6902
CPT_292,381947.516,6199195.1234
CPT_291,400695.6371,6201212.6611
CPT_290,391722.0237,6185965.5544
CPT_289,392696.3652,6216873.4928
CPT_288,386247.9441,6197057.6439
CPT_287,370513.6666,6190577.288
CPT_286,378542.4552,6206642.8118
CPT_285,368412.1696,6193191.4247
CPT_284,387744.8956,6213753.7254
CPT_283,404215.1113,6189696.8762
CPT_282,417619.0648,6206927.5619
CPT_281,384798.9693,6189580.9821
CPT_280,397030.7519,6200418.2324
CPT_279,405987.3859,6222824.2296
CPT_278,419018.5822,6220532.8495
CPT_277,372451.2927,6198159.8737
CPT_276,388069.676,6224056.3716
CPT_275,390498.9147,6201048.7902
CPT_274,386199.9673,6187838.2244
CPT_273,377923.8917,6202415.8295
CPT_272,376587.8499,6206219.1165
CPT_271,416038.6973,6210677.887
CPT_270,413954.1797,6206133.1333
CPT_269,392111.7603,6198328.7297
CPT_268,381361.4305,6195998.4058
CPT_267,381199.0403,6190847.0827
CPT_266,425032.2512,6188070.0125
CPT_265,422572.0151,6194699.2839
CPT_264,388397.4178,6203662.9269
CPT_263,419132.9957,6216464.753
CPT_262,399033.3341,6210061.3473
CPT_261,423009.7284,6216281.8789
CPT_260,380073.3654,6209021.1125
CPT_259,414362.3762,6195989.3728
CPT_258,403741.9587,6197780.1074
CPT_257,421152.5572,6218948.9775
CPT_256,397794.7264,6216955.4282
CPT_255,412260.8793,6198603.5095
CPT_254,411575.8791,6207664.0435
CPT_253,401314.2006,6205439.6434
CPT_252,372142.0109,6196046.3826
CPT_251,425715.7708,6194357.524
CPT_250,422782.3822,6209070.0265
CPT_249,416740.6769,6194458.4627
CPT_248,394457.5829,6195767.5549
CPT_247,415469.5911,6200322.2789
CPT_246,402990.5217,6220128.1575
CPT_245,407422.3426,6206763.6911
CPT_244,419069.5202,6199056.1783
CPT_243,392274.1506,6203480.0528
CPT_242,376524.3744,6188810.5419
CPT_241,420649.8878,6195305.8532
CPT_240,376833.6562,6190924.033
CPT_239,396571.6174,6232038.6641
CPT_238,397389.491,6196403.0978
CPT_237,383510.9042,6202603.6888
CPT_236,388756.1569,6199647.7922
CPT_235,399149.2281,6190645.2054
CPT_234,408920.7746,6208111.7271
CPT_233,414653.198,6220609.7998
CPT_232,414082.6113,6225602.2371
CPT_231,389128.9142,6219169.858
CPT_230,373901.748,6190288.4901
CPT_229,411869.6621,6201588.3796
CPT_228,401751.9139,6227022.2383
CPT_227,411724.2512,6189278.1661
CPT_226,383591.359,6212853.373
CPT_225,419638.6263,6209411.7864
CPT_224,415715.3975,6185027.1954
CPT_223,391865.954,6213623.8132
CPT_222,424181.8995,6222675.3142
CPT_221,412406.2902,6210913.723
CPT_220,379423.8044,6188415.8202
CPT_219,422912.2943,6213191.085
CPT_218,399390.5926,6221394.2581
CPT_217,418757.2772,6227638.778
CPT_216,396426.2065,6219728.4506
CPT_215,416233.5656,6216859.4747
CPT_214,415112.3326,6188989.3682
CPT_213,384178.9252,6200702.0453
CPT_212,397354.0518,6226068.924
CPT_211,419785.5179,6206373.9544
CPT_210,418220.649,6218313.4346
CPT_209,391884.4139,6191116.8774
CPT_208,384619.5997,6191588.5494
CPT_207,408173.7795,6184415.6409
CPT_206,416643.2428,6191367.6688
CPT_205,394197.7586,6187525.438
CPT_204,383330.054,6219959.3015
CPT_203,386801.5515,6199224.097
CPT_202,408610.0123,6221346.2814
CPT_201,386261.9622,6220594.8444
CPT_200,414996.4385,6208405.5102
CPT_199,422734.4053,6199850.6069
CPT_198,422358.6869,6211024.632
CPT_197,385530.4657,6205087.9132
CPT_196,418483.4347,6195859.4607
CPT_195,380334.6704,6201915.184
CPT_194,396248.3175,6206387.9725
CPT_193,408203.2963,6216141.9964
CPT_192,370219.8836,6196652.9519
CPT_191,377940.8711,6195256.9391
CPT_190,395465.8831,6212357.7126
CPT_189,399279.1404,6194766.2639
CPT_188,400697.1177,6185864.6157
CPT_187,386639.1613,6194072.7739
CPT_186,401199.7872,6209507.7399
CPT_185,396217.3201,6190009.6625
CPT_184,420552.4536,6192215.0593
CPT_183,406591.9314,6203514.0114
CPT_182,411674.7938,6195406.7919
CPT_181,421494.317,6222092.7332
CPT_180,419803.9779,6183867.0186
CPT_179,416314.0204,6227109.1589
CPT_178,388218.0482,6205670.4942
CPT_177,416870.5891,6198579.5212
CPT_176,408872.7979,6198892.3074
CPT_175,407716.1256,6200688.0272
CPT_174,388624.7641,6210874.7792
CPT_173,400417.3527,6215477.4799
CPT_172,419054.0215,6190867.0233
CPT_171,406069.3213,6217725.8685
CPT_170,397992.5559,6192440.9251
CPT_169,411722.7706,6204626.2115
CPT_168,411868.1815,6216936.425
CPT_167,416705.2377,6224124.2889
CPT_166,402876.1082,6224196.2541
CPT_165,392909.6934,6200548.1447
CPT_164,394731.4254,6227546.8722
CPT_163,417946.8066,6186534.1172
CPT_162,381865.5806,6204293.4846
CPT_161,388414.3971,6196504.0365
CPT_160,383005.2736,6209656.6554
CPT_159,404082.2379,6216271.9085
CPT_158,371800.2511,6192902.6268
CPT_157,402682.7206,6202666.6209
CPT_156,379032.5873,6191400.6902
CPT_155,378983.1299,6197529.316
CPT_154,395354.4308,6185729.7183
CPT_153,394049.3864,6205911.3154
CPT_152,376816.6768,6198082.9234
CPT_151,400287.4405,6211356.4215
CPT_150,391099.0183,6227782.7083
CPT_149,409489.8808,6218467.3352
CPT_148,422800.842,6186563.0908
CPT_147,394584.5339,6230584.7042
CPT_146,401363.658,6199311.0176
CPT_145,407944.9525,6192551.834
CPT_144,408042.3867,6195642.6279
CPT_143,416300.0023,6203571.9585
CPT_142,385708.3547,6218428.3913
CPT_141,408824.8211,6189672.8878
CPT_140,386410.3343,6202208.967
CPT_139,389717.9609,6191670.4848
CPT_138,402569.7877,6191386.6721
CPT_137,384862.4448,6206989.5567
CPT_136,421187.9965,6189283.1512
CPT_135,389326.7437,6194655.3549
CPT_134,418514.4321,6212237.7707
CPT_133,378347.587,6200461.2241
CPT_132,389796.9351,6217268.2145
CPT_131,375073.919,6196681.9255
CPT_130,388249.0456,6222048.8042
CPT_129,382371.2113,6197240.518
CPT_128,382029.4514,6194096.7623
CPT_127,411459.9849,6227080.1854
CPT_126,387061.3759,6207466.2139
CPT_125,410239.8372,6211467.3305
CPT_124,408316.2292,6227421.9452
CPT_123,399781.8098,6218409.3881
CPT_122,401315.6812,6190091.598
CPT_121,406543.9546,6194294.5918
CPT_120,398561.6621,6202796.5331
CPT_119,410597.0957,6222800.2412
CPT_118,368037.9317,6189017.4044
CPT_117,400677.1771,6223719.5969
CPT_116,422507.0591,6192638.7546
CPT_115,393656.6885,6224244.2308
CPT_114,414883.5057,6197125.5613
CPT_113,419360.342,6223676.6053
CPT_112,395304.9734,6191858.3441
CPT_111,381590.2575,6187862.2127
CPT_110,414314.3995,6186769.9532
CPT_109,411333.034,6192263.0362
CPT_108,416412.9352,6214851.9074
CPT_107,395563.3172,6215448.5064
CPT_106,375008.9629,6194621.3962
CPT_105,422961.7517,6207062.4592
CPT_104,424735.5069,6224841.7673
CPT_103,389260.307,6207942.8711
CPT_102,395450.3843,6204168.5576
CPT_101,407111.5801,6219998.2453
CPT_100,389651.5242,6204958.001
CPT_099,391394.282,6206358.999
CPT_098,379454.8019,6204794.1302
CPT_097,372793.0525,6201303.6294
CPT_096,418500.4141,6188700.5702
CPT_095,394015.4277,6220229.0962
CPT_094,395172.1,6218433.3765
CPT_093,391819.4578,6189056.3482
CPT_092,416640.2815,6222063.7597
CPT_091,385416.0522,6209156.0098
CPT_090,394896.7769,6202002.1045
CPT_089,397210.1215,6198410.6652
CPT_088,398952.8792,6199811.6631
CPT_087,398382.2925,6204804.1005
CPT_086,402322.5008,6222029.801
CPT_085,405189.4528,6220604.8147
CPT_084,396718.5089,6229000.8321
CPT_083,390789.7365,6225669.2171
CPT_082,385725.334,6211269.5009
CPT_081,372403.316,6188940.4541
CPT_080,391346.3052,6197139.5794
CPT_079,374211.0298,6192401.9813
CPT_078,379586.1947,6193567.1432
CPT_077,374438.3761,6199613.8336
CPT_076,374568.2883,6203734.892
CPT_075,387076.8746,6215655.3689
CPT_074,393608.7118,6215024.8112
CPT_073,402112.1337,6207659.0583
CPT_072,412571.6417,6185368.9553
CPT_071,403564.0697,6184439.6293
CPT_070,396852.8629,6187077.7544
CPT_069,405289.8482,6192999.5177
CPT_068,402192.5886,6217908.7425
CPT_067,408138.3402,6214081.4671
CPT_066,409443.3847,6193899.8701
CPT_065,420111.7791,6201328.5552
CPT_064,422913.7749,6197843.0396
CPT_063,423108.6432,6204024.6273
CPT_062,418775.7371,6205131.8422
CPT_061,420257.1899,6213638.7687
CPT_060,414246.4822,6215405.5148
CPT_059,412715.572,6213027.2141
CPT_058,412341.3341,6208853.1938
CPT_057,404654.3053,6195931.4258
CPT_056,411688.8118,6218943.9923
CPT_055,411753.768,6221004.5215
CPT_054,412828.5049,6224307.163
CPT_053,403595.0671,6200817.9393
CPT_052,398724.0523,6207947.8562
CPT_051,382207.3404,6207437.2404
CPT_050,404131.6953,6210143.2828
